dimension_id,dimension_name,option_id,display_text,bt_score
4,Family-Friendly vs. Adult-Themed,3,Grumpier Old Men (1995),0.363819
4,Family-Friendly vs. Adult-Themed,4,Waiting to Exhale (1995),0.05838
4,Family-Friendly vs. Adult-Themed,5,Father of the Bride Part II (1995),0.557869
4,Family-Friendly vs. Adult-Themed,6,Heat (1995),-0.698093
4,Family-Friendly vs. Adult-Themed,7,Sabrina (1995),0.351077
4,Family-Friendly vs. Adult-Themed,8,Tom and Huck (1995),0.66486
4,Family-Friendly vs. Adult-Themed,9,Sudden Death (1995),-0.205123
4,Family-Friendly vs. Adult-Themed,10,GoldenEye (1995),-0.305383
4,Family-Friendly vs. Adult-Themed,11,"American President, The (1995)",-0.07424
4,Family-Friendly vs. Adult-Themed,12,Dracula: Dead and Loving It (1995),0.019638
4,Family-Friendly vs. Adult-Themed,13,Balto (1995),0.941299
4,Family-Friendly vs. Adult-Themed,14,Nixon (1995),-0.31768
4,Family-Friendly vs. Adult-Themed,15,Cutthroat Island (1995),0.001641
4,Family-Friendly vs. Adult-Themed,16,Casino (1995),-0.871923
4,Family-Friendly vs. Adult-Themed,17,Sense and Sensibility (1995),0.296796
4,Family-Friendly vs. Adult-Themed,18,Four Rooms (1995),-0.359179
4,Family-Friendly vs. Adult-Themed,19,Ace Ventura: When Nature Calls (1995),0.478216
4,Family-Friendly vs. Adult-Themed,20,Money Train (1995),-0.25017
4,Family-Friendly vs. Adult-Themed,21,Get Shorty (1995),-0.109818
4,Family-Friendly vs. Adult-Themed,22,Copycat (1995),-0.715092
4,Family-Friendly vs. Adult-Themed,23,Assassins (1995),-0.589124
4,Family-Friendly vs. Adult-Themed,24,Powder (1995),0.165698
4,Family-Friendly vs. Adult-Themed,25,Leaving Las Vegas (1995),-0.797268
4,Family-Friendly vs. Adult-Themed,26,Othello (1995),-0.237247
4,Family-Friendly vs. Adult-Themed,27,Now and Then (1995),0.506584
4,Family-Friendly vs. Adult-Themed,28,Persuasion (1995),0.221841
4,Family-Friendly vs. Adult-Themed,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",0.108714
4,Family-Friendly vs. Adult-Themed,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),-0.439978
4,Family-Friendly vs. Adult-Themed,31,Dangerous Minds (1995),0.149979
4,Family-Friendly vs. Adult-Themed,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),-0.339137
4,Family-Friendly vs. Adult-Themed,33,Wings of Courage (1995),0.181061
4,Family-Friendly vs. Adult-Themed,34,Babe (1995),0.843205
4,Family-Friendly vs. Adult-Themed,35,Carrington (1995),-0.188803
4,Family-Friendly vs. Adult-Themed,36,Dead Man Walking (1995),-0.242922
4,Family-Friendly vs. Adult-Themed,37,Across the Sea of Time (1995),0.41364
4,Family-Friendly vs. Adult-Themed,38,It Takes Two (1995),0.875001
4,Family-Friendly vs. Adult-Themed,39,Clueless (1995),0.538298
4,Family-Friendly vs. Adult-Themed,40,"Cry, the Beloved Country (1995)",0.049354
4,Family-Friendly vs. Adult-Themed,41,Richard III (1995),-0.389525
4,Family-Friendly vs. Adult-Themed,42,Dead Presidents (1995),-0.567024
4,Family-Friendly vs. Adult-Themed,43,Restoration (1995),-0.359862
4,Family-Friendly vs. Adult-Themed,44,Mortal Kombat (1995),-0.590982
4,Family-Friendly vs. Adult-Themed,45,To Die For (1995),-0.571583
4,Family-Friendly vs. Adult-Themed,46,How to Make an American Quilt (1995),0.331974
4,Family-Friendly vs. Adult-Themed,47,Seven (a.k.a. Se7en) (1995),-0.858318
4,Family-Friendly vs. Adult-Themed,48,Pocahontas (1995),0.780441
4,Family-Friendly vs. Adult-Themed,49,When Night Is Falling (1995),-0.138678
4,Family-Friendly vs. Adult-Themed,50,"Usual Suspects, The (1995)",-0.38124
5,Visual Appeal vs. Narrative Complexity,1,Toy Story (1995),0.630218
5,Visual Appeal vs. Narrative Complexity,2,Jumanji (1995),0.563328
5,Visual Appeal vs. Narrative Complexity,3,Grumpier Old Men (1995),0.105757
5,Visual Appeal vs. Narrative Complexity,4,Waiting to Exhale (1995),-0.250989
5,Visual Appeal vs. Narrative Complexity,5,Father of the Bride Part II (1995),0.037281
5,Visual Appeal vs. Narrative Complexity,6,Heat (1995),-0.086798
5,Visual Appeal vs. Narrative Complexity,7,Sabrina (1995),0.229593
5,Visual Appeal vs. Narrative Complexity,8,Tom and Huck (1995),0.158295
5,Visual Appeal vs. Narrative Complexity,9,Sudden Death (1995),0.3496
5,Visual Appeal vs. Narrative Complexity,10,GoldenEye (1995),0.612511
5,Visual Appeal vs. Narrative Complexity,11,"American President, The (1995)",-0.21621
5,Visual Appeal vs. Narrative Complexity,12,Dracula: Dead and Loving It (1995),0.501299
5,Visual Appeal vs. Narrative Complexity,13,Balto (1995),0.481605
5,Visual Appeal vs. Narrative Complexity,14,Nixon (1995),-0.663249
5,Visual Appeal vs. Narrative Complexity,15,Cutthroat Island (1995),0.68438
5,Visual Appeal vs. Narrative Complexity,16,Casino (1995),-0.092148
5,Visual Appeal vs. Narrative Complexity,17,Sense and Sensibility (1995),-0.292019
5,Visual Appeal vs. Narrative Complexity,18,Four Rooms (1995),-0.14089
5,Visual Appeal vs. Narrative Complexity,19,Ace Ventura: When Nature Calls (1995),0.495015
5,Visual Appeal vs. Narrative Complexity,20,Money Train (1995),0.048321
5,Visual Appeal vs. Narrative Complexity,21,Get Shorty (1995),0.06694
5,Visual Appeal vs. Narrative Complexity,22,Copycat (1995),-0.650524
5,Visual Appeal vs. Narrative Complexity,23,Assassins (1995),0.203076
5,Visual Appeal vs. Narrative Complexity,24,Powder (1995),0.045045
5,Visual Appeal vs. Narrative Complexity,25,Leaving Las Vegas (1995),-0.445477
5,Visual Appeal vs. Narrative Complexity,26,Othello (1995),-0.708393
5,Visual Appeal vs. Narrative Complexity,27,Now and Then (1995),-0.126217
5,Visual Appeal vs. Narrative Complexity,28,Persuasion (1995),-0.539416
5,Visual Appeal vs. Narrative Complexity,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",0.817478
5,Visual Appeal vs. Narrative Complexity,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),-0.093017
5,Visual Appeal vs. Narrative Complexity,31,Dangerous Minds (1995),-0.148308
5,Visual Appeal vs. Narrative Complexity,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),-0.369722
5,Visual Appeal vs. Narrative Complexity,33,Wings of Courage (1995),0.384332
5,Visual Appeal vs. Narrative Complexity,34,Babe (1995),0.262565
5,Visual Appeal vs. Narrative Complexity,35,Carrington (1995),-0.647654
5,Visual Appeal vs. Narrative Complexity,36,Dead Man Walking (1995),-0.545308
5,Visual Appeal vs. Narrative Complexity,37,Across the Sea of Time (1995),1.0
5,Visual Appeal vs. Narrative Complexity,38,It Takes Two (1995),0.35246
5,Visual Appeal vs. Narrative Complexity,39,Clueless (1995),0.495653
5,Visual Appeal vs. Narrative Complexity,40,"Cry, the Beloved Country (1995)",-0.655385
5,Visual Appeal vs. Narrative Complexity,41,Richard III (1995),-0.300785
5,Visual Appeal vs. Narrative Complexity,42,Dead Presidents (1995),-0.456064
5,Visual Appeal vs. Narrative Complexity,43,Restoration (1995),-0.22858
5,Visual Appeal vs. Narrative Complexity,44,Mortal Kombat (1995),0.762694
5,Visual Appeal vs. Narrative Complexity,45,To Die For (1995),-0.294203
5,Visual Appeal vs. Narrative Complexity,46,How to Make an American Quilt (1995),-0.088081
5,Visual Appeal vs. Narrative Complexity,47,Seven (a.k.a. Se7en) (1995),-0.823207
5,Visual Appeal vs. Narrative Complexity,48,Pocahontas (1995),0.737759
5,Visual Appeal vs. Narrative Complexity,49,When Night Is Falling (1995),-0.337941
5,Visual Appeal vs. Narrative Complexity,50,"Usual Suspects, The (1995)",-0.824623
6,Humor vs. Seriousness,1,Toy Story (1995),0.772902
6,Humor vs. Seriousness,2,Jumanji (1995),0.450317
6,Humor vs. Seriousness,3,Grumpier Old Men (1995),0.643988
6,Humor vs. Seriousness,4,Waiting to Exhale (1995),0.15441
6,Humor vs. Seriousness,5,Father of the Bride Part II (1995),0.635924
6,Humor vs. Seriousness,6,Heat (1995),-0.524231
6,Humor vs. Seriousness,7,Sabrina (1995),0.528076
6,Humor vs. Seriousness,8,Tom and Huck (1995),0.29981
6,Humor vs. Seriousness,9,Sudden Death (1995),-0.322207
6,Humor vs. Seriousness,10,GoldenEye (1995),0.126919
6,Humor vs. Seriousness,11,"American President, The (1995)",0.229584
6,Humor vs. Seriousness,12,Dracula: Dead and Loving It (1995),0.869462
6,Humor vs. Seriousness,13,Balto (1995),0.169003
6,Humor vs. Seriousness,14,Nixon (1995),-0.598002
6,Humor vs. Seriousness,15,Cutthroat Island (1995),0.021133
6,Humor vs. Seriousness,16,Casino (1995),-0.341898
6,Humor vs. Seriousness,17,Sense and Sensibility (1995),-0.224686
6,Humor vs. Seriousness,18,Four Rooms (1995),0.628544
6,Humor vs. Seriousness,19,Ace Ventura: When Nature Calls (1995),1.0
6,Humor vs. Seriousness,20,Money Train (1995),0.355437
6,Humor vs. Seriousness,21,Get Shorty (1995),0.43942
6,Humor vs. Seriousness,22,Copycat (1995),-0.575786
6,Humor vs. Seriousness,23,Assassins (1995),-0.16532
6,Humor vs. Seriousness,24,Powder (1995),-0.174036
6,Humor vs. Seriousness,25,Leaving Las Vegas (1995),-0.515959
6,Humor vs. Seriousness,26,Othello (1995),-0.629454
6,Humor vs. Seriousness,27,Now and Then (1995),0.057654
6,Humor vs. Seriousness,28,Persuasion (1995),-0.17363
6,Humor vs. Seriousness,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",-0.050527
6,Humor vs. Seriousness,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),-0.427921
6,Humor vs. Seriousness,31,Dangerous Minds (1995),-0.14925
6,Humor vs. Seriousness,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),-0.107854
6,Humor vs. Seriousness,33,Wings of Courage (1995),-0.225425
6,Humor vs. Seriousness,34,Babe (1995),0.338681
6,Humor vs. Seriousness,35,Carrington (1995),-0.376944
6,Humor vs. Seriousness,36,Dead Man Walking (1995),-0.54737
6,Humor vs. Seriousness,37,Across the Sea of Time (1995),-0.30071
6,Humor vs. Seriousness,38,It Takes Two (1995),0.573829
6,Humor vs. Seriousness,39,Clueless (1995),0.769157
6,Humor vs. Seriousness,40,"Cry, the Beloved Country (1995)",-0.712761
6,Humor vs. Seriousness,41,Richard III (1995),-0.413248
6,Humor vs. Seriousness,42,Dead Presidents (1995),-0.127676
6,Humor vs. Seriousness,43,Restoration (1995),-0.197351
6,Humor vs. Seriousness,44,Mortal Kombat (1995),-0.013375
6,Humor vs. Seriousness,45,To Die For (1995),0.263141
6,Humor vs. Seriousness,46,How to Make an American Quilt (1995),-0.101137
6,Humor vs. Seriousness,47,Seven (a.k.a. Se7en) (1995),-0.781466
6,Humor vs. Seriousness,48,Pocahontas (1995),0.02329
6,Humor vs. Seriousness,49,When Night Is Falling (1995),-0.246179
6,Humor vs. Seriousness,50,"Usual Suspects, The (1995)",-0.326277
7,Classic Adaptation vs. Original Story,1,Toy Story (1995),-0.215437
7,Classic Adaptation vs. Original Story,2,Jumanji (1995),0.085658
7,Classic Adaptation vs. Original Story,3,Grumpier Old Men (1995),-0.22521
7,Classic Adaptation vs. Original Story,4,Waiting to Exhale (1995),-0.219588
7,Classic Adaptation vs. Original Story,5,Father of the Bride Part II (1995),-0.218326
7,Classic Adaptation vs. Original Story,6,Heat (1995),-0.219838
7,Classic Adaptation vs. Original Story,7,Sabrina (1995),0.364295
7,Classic Adaptation vs. Original Story,8,Tom and Huck (1995),0.734766
7,Classic Adaptation vs. Original Story,9,Sudden Death (1995),-0.236268
7,Classic Adaptation vs. Original Story,10,GoldenEye (1995),-0.188076
7,Classic Adaptation vs. Original Story,11,"American President, The (1995)",-0.216894
7,Classic Adaptation vs. Original Story,12,Dracula: Dead and Loving It (1995),0.304029
7,Classic Adaptation vs. Original Story,13,Balto (1995),0.143415
7,Classic Adaptation vs. Original Story,14,Nixon (1995),-0.207209
7,Classic Adaptation vs. Original Story,15,Cutthroat Island (1995),-0.212824
7,Classic Adaptation vs. Original Story,16,Casino (1995),-0.219269
7,Classic Adaptation vs. Original Story,17,Sense and Sensibility (1995),0.916436
7,Classic Adaptation vs. Original Story,18,Four Rooms (1995),-0.227023
7,Classic Adaptation vs. Original Story,19,Ace Ventura: When Nature Calls (1995),-0.227611
7,Classic Adaptation vs. Original Story,20,Money Train (1995),-0.237774
7,Classic Adaptation vs. Original Story,21,Get Shorty (1995),-0.218739
7,Classic Adaptation vs. Original Story,22,Copycat (1995),-0.220623
7,Classic Adaptation vs. Original Story,23,Assassins (1995),-0.22333
7,Classic Adaptation vs. Original Story,24,Powder (1995),-0.222909
7,Classic Adaptation vs. Original Story,25,Leaving Las Vegas (1995),-0.217131
7,Classic Adaptation vs. Original Story,26,Othello (1995),1.0
7,Classic Adaptation vs. Original Story,27,Now and Then (1995),-0.225617
7,Classic Adaptation vs. Original Story,28,Persuasion (1995),0.701347
7,Classic Adaptation vs. Original Story,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",-0.192284
7,Classic Adaptation vs. Original Story,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),-0.218656
7,Classic Adaptation vs. Original Story,31,Dangerous Minds (1995),-0.22289
7,Classic Adaptation vs. Original Story,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),-0.210461
7,Classic Adaptation vs. Original Story,33,Wings of Courage (1995),0.270783
7,Classic Adaptation vs. Original Story,34,Babe (1995),-0.221404
7,Classic Adaptation vs. Original Story,35,Carrington (1995),0.066226
7,Classic Adaptation vs. Original Story,36,Dead Man Walking (1995),-0.176269
7,Classic Adaptation vs. Original Story,37,Across the Sea of Time (1995),-0.229867
7,Classic Adaptation vs. Original Story,38,It Takes Two (1995),-0.212073
7,Classic Adaptation vs. Original Story,39,Clueless (1995),0.571024
7,Classic Adaptation vs. Original Story,40,"Cry, the Beloved Country (1995)",0.428143
7,Classic Adaptation vs. Original Story,41,Richard III (1995),0.831863
7,Classic Adaptation vs. Original Story,42,Dead Presidents (1995),-0.227557
7,Classic Adaptation vs. Original Story,43,Restoration (1995),0.466753
7,Classic Adaptation vs. Original Story,44,Mortal Kombat (1995),-0.155377
7,Classic Adaptation vs. Original Story,45,To Die For (1995),-0.221233
7,Classic Adaptation vs. Original Story,46,How to Make an American Quilt (1995),0.256906
7,Classic Adaptation vs. Original Story,47,Seven (a.k.a. Se7en) (1995),-0.21758
7,Classic Adaptation vs. Original Story,48,Pocahontas (1995),0.196112
7,Classic Adaptation vs. Original Story,49,When Night Is Falling (1995),-0.215711
7,Classic Adaptation vs. Original Story,50,"Usual Suspects, The (1995)",-0.216695
8,Realism vs. Fantasy,1,Toy Story (1995),-0.858785
8,Realism vs. Fantasy,2,Jumanji (1995),-0.803662
8,Realism vs. Fantasy,3,Grumpier Old Men (1995),-0.252649
8,Realism vs. Fantasy,4,Waiting to Exhale (1995),0.43448
8,Realism vs. Fantasy,5,Father of the Bride Part II (1995),-0.081682
8,Realism vs. Fantasy,6,Heat (1995),0.280254
8,Realism vs. Fantasy,7,Sabrina (1995),-0.180921
8,Realism vs. Fantasy,8,Tom and Huck (1995),-0.201156
8,Realism vs. Fantasy,9,Sudden Death (1995),-0.149503
8,Realism vs. Fantasy,10,GoldenEye (1995),-0.417344
8,Realism vs. Fantasy,11,"American President, The (1995)",0.519309
8,Realism vs. Fantasy,12,Dracula: Dead and Loving It (1995),-0.636773
8,Realism vs. Fantasy,13,Balto (1995),-0.464163
8,Realism vs. Fantasy,14,Nixon (1995),0.795662
8,Realism vs. Fantasy,15,Cutthroat Island (1995),-0.533944
8,Realism vs. Fantasy,16,Casino (1995),0.512648
8,Realism vs. Fantasy,17,Sense and Sensibility (1995),0.186163
8,Realism vs. Fantasy,18,Four Rooms (1995),-0.365025
8,Realism vs. Fantasy,19,Ace Ventura: When Nature Calls (1995),-0.608746
8,Realism vs. Fantasy,20,Money Train (1995),0.023908
8,Realism vs. Fantasy,21,Get Shorty (1995),0.022359
8,Realism vs. Fantasy,22,Copycat (1995),-0.030664
8,Realism vs. Fantasy,23,Assassins (1995),-0.152543
8,Realism vs. Fantasy,24,Powder (1995),-0.278364
8,Realism vs. Fantasy,25,Leaving Las Vegas (1995),0.599371
8,Realism vs. Fantasy,26,Othello (1995),0.299931
8,Realism vs. Fantasy,27,Now and Then (1995),0.047851
8,Realism vs. Fantasy,28,Persuasion (1995),0.146906
8,Realism vs. Fantasy,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",-0.669743
8,Realism vs. Fantasy,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),0.637596
8,Realism vs. Fantasy,31,Dangerous Minds (1995),0.474402
8,Realism vs. Fantasy,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),-0.229257
8,Realism vs. Fantasy,33,Wings of Courage (1995),-0.053908
8,Realism vs. Fantasy,34,Babe (1995),-0.378571
8,Realism vs. Fantasy,35,Carrington (1995),0.357361
8,Realism vs. Fantasy,36,Dead Man Walking (1995),0.940887
8,Realism vs. Fantasy,37,Across the Sea of Time (1995),0.446378
8,Realism vs. Fantasy,38,It Takes Two (1995),-0.724872
