persona_id,option_a_id,option_b_id,choice_1,choice_2,consistent
7,wine_67176,wine_102959,A,A,1
7,wine_55613,wine_111852,A,A,1
7,wine_38112,wine_128350,A,A,1
7,wine_57268,wine_110969,A,A,1
8,wine_75164,wine_15254,A,A,1
8,wine_118452,wine_67176,B,B,1
8,wine_70070,wine_42655,A,A,1
8,wine_100376,wine_3437,B,B,1
8,wine_70042,wine_38887,A,A,1
8,wine_67176,wine_43649,B,B,1
8,wine_67176,wine_102959,B,B,1
8,wine_55613,wine_111852,B,B,1
8,wine_38112,wine_128350,A,B,0
8,wine_57268,wine_110969,B,B,1
9,wine_75164,wine_15254,A,A,1
9,wine_118452,wine_67176,A,A,1
9,wine_70070,wine_42655,A,A,1
9,wine_100376,wine_3437,A,A,1
9,wine_70042,wine_38887,A,A,1
9,wine_67176,wine_43649,A,A,1
9,wine_67176,wine_102959,A,A,1
9,wine_55613,wine_111852,A,A,1
9,wine_38112,wine_128350,A,A,1
9,wine_57268,wine_110969,B,B,1
10,wine_75164,wine_15254,A,A,1
10,wine_118452,wine_67176,B,B,1
10,wine_70070,wine_42655,A,A,1
10,wine_100376,wine_3437,B,B,1
10,wine_70042,wine_38887,A,B,0
10,wine_67176,wine_43649,A,A,1
10,wine_67176,wine_102959,B,B,1
10,wine_55613,wine_111852,A,A,1
10,wine_38112,wine_128350,B,B,1
10,wine_57268,wine_110969,B,B,1
11,wine_75164,wine_15254,A,A,1
11,wine_118452,wine_67176,B,B,1
11,wine_70070,wine_42655,A,A,1
11,wine_100376,wine_3437,B,B,1
11,wine_70042,wine_38887,A,A,1
11,wine_67176,wine_43649,B,B,1
11,wine_67176,wine_102959,B,B,1
11,wine_55613,wine_111852,B,B,1
11,wine_38112,wine_128350,B,B,1
11,wine_57268,wine_110969,B,B,1
12,wine_75164,wine_15254,A,A,1
12,wine_118452,wine_67176,B,B,1
12,wine_70070,wine_42655,A,A,1
12,wine_100376,wine_3437,A,A,1
12,wine_70042,wine_38887,A,A,1
12,wine_67176,wine_43649,A,A,1
12,wine_67176,wine_102959,A,A,1
12,wine_55613,wine_111852,A,A,1
12,wine_38112,wine_128350,A,A,1
12,wine_57268,wine_110969,B,B,1
14,wine_75164,wine_15254,A,A,1
14,wine_118452,wine_67176,B,B,1
14,wine_70070,wine_42655,A,A,1
14,wine_100376,wine_3437,B,B,1
14,wine_70042,wine_38887,A,A,1
14,wine_67176,wine_43649,A,B,0
14,wine_67176,wine_102959,A,B,0
14,wine_55613,wine_111852,A,A,1
14,wine_38112,wine_128350,B,B,1
14,wine_57268,wine_110969,B,B,1
15,wine_75164,wine_15254,A,A,1
15,wine_118452,wine_67176,A,B,0
15,wine_70070,wine_42655,A,A,1
15,wine_100376,wine_3437,B,B,1
15,wine_70042,wine_38887,A,A,1
15,wine_67176,wine_43649,A,A,1
15,wine_67176,wine_102959,B,B,1
15,wine_55613,wine_111852,A,A,1
15,wine_38112,wine_128350,B,B,1
15,wine_57268,wine_110969,B,B,1
13,wine_75164,wine_15254,A,A,1
13,wine_118452,wine_67176,B,B,1
13,wine_70070,wine_42655,A,A,1
13,wine_100376,wine_3437,A,A,1
13,wine_70042,wine_38887,B,B,1
13,wine_67176,wine_43649,B,A,0
13,wine_67176,wine_102959,A,A,1
13,wine_55613,wine_111852,A,A,1
13,wine_38112,wine_128350,A,A,1
13,wine_57268,wine_110969,B,B,1
16,wine_75164,wine_15254,B,B,1
16,wine_118452,wine_67176,B,B,1
16,wine_70070,wine_42655,A,A,1
16,wine_100376,wine_3437,A,A,1
16,wine_70042,wine_38887,B,B,1
16,wine_67176,wine_43649,A,A,1
16,wine_67176,wine_102959,A,A,1
16,wine_55613,wine_111852,A,A,1
16,wine_38112,wine_128350,A,A,1
16,wine_57268,wine_110969,B,B,1
17,wine_75164,wine_15254,A,A,1
17,wine_118452,wine_67176,B,B,1
17,wine_70070,wine_42655,A,A,1
17,wine_100376,wine_3437,B,B,1
17,wine_70042,wine_38887,A,A,1
17,wine_67176,wine_43649,A,A,1
17,wine_67176,wine_102959,B,B,1
17,wine_55613,wine_111852,A,A,1
17,wine_38112,wine_128350,B,A,0
17,wine_57268,wine_110969,B,B,1
18,wine_75164,wine_15254,A,A,1
18,wine_118452,wine_67176,B,B,1
18,wine_70070,wine_42655,A,A,1
18,wine_100376,wine_3437,A,A,1
18,wine_70042,wine_38887,A,A,1
18,wine_67176,wine_43649,A,A,1
18,wine_67176,wine_102959,A,A,1
18,wine_55613,wine_111852,A,A,1
18,wine_38112,wine_128350,A,A,1
18,wine_57268,wine_110969,A,A,1
19,wine_75164,wine_15254,A,A,1
19,wine_118452,wine_67176,A,B,0
19,wine_70070,wine_42655,A,A,1
19,wine_100376,wine_3437,A,A,1
19,wine_70042,wine_38887,B,B,1
19,wine_67176,wine_43649,A,A,1
19,wine_67176,wine_102959,A,A,1
19,wine_55613,wine_111852,A,A,1
19,wine_38112,wine_128350,A,A,1
19,wine_57268,wine_110969,A,B,0
