dimension_id,dimension_name,option_id,display_text,bt_score
1,Tannin Level,24,Canicattì 2009 Aynat Nero d'Avola (Sicilia),0.33375
1,Tannin Level,25,Castello di Amorosa 2011 King Ridge Vineyard Pinot Noir (Sonoma Coast),0.393155
1,Tannin Level,26,Stemmari 2013 Dalila White (Terre Siciliane),-0.323827
1,Tannin Level,27,Stemmari 2013 Nero d'Avola (Terre Siciliane),-0.048675
1,Tannin Level,28,Terre di Giurfo 2011 Mascaria Barricato  (Cerasuolo di Vittoria),0.310709
1,Tannin Level,29,Clarksburg Wine Company 2010 Chenin Blanc (Clarksburg),-0.23671
1,Tannin Level,30,Domaine de la Madone 2012 Nouveau  (Beaujolais-Villages),-0.192717
1,Tannin Level,31,Duca di Salaparuta 2010 Calanìca Nero d'Avola-Merlot Red (Sicilia),-0.080796
1,Tannin Level,32,Duca di Salaparuta 2011 Calanìca Grillo-Viognier White (Sicilia),-0.268338
1,Tannin Level,33,Envolve 2010 Puma Springs Vineyard Red (Dry Creek Valley),0.033248
1,Tannin Level,34,Envolve 2011 Sauvignon Blanc (Sonoma Valley),-0.291068
1,Tannin Level,35,Erath 2010 Hyland Pinot Noir (McMinnville),-0.11496
1,Tannin Level,36,Estampa 2011 Estate Viognier-Chardonnay (Colchagua Valley),-0.182984
1,Tannin Level,37,Feudi del Pisciotto 2010 Missoni Cabernet Sauvignon (Sicilia),0.609588
1,Tannin Level,38,Feudi di San Marzano 2011 I Tratturi Primitivo (Puglia),-0.179021
1,Tannin Level,39,Feudo di Santa Tresa 2011 Purato Made With Organic Grapes Nero d'Avola (Sicilia),-0.20907
2,Smoke Flavor,0,Nicosia 2013 Vulkà Bianco  (Etna),-0.042918
2,Smoke Flavor,1,Quinta dos Avidagos 2011 Avidagos Red (Douro),-0.17114
2,Smoke Flavor,2,Rainstorm 2013 Pinot Gris (Willamette Valley),-0.153911
2,Smoke Flavor,3,St. Julian 2013 Reserve Late Harvest Riesling (Lake Michigan Shore),-0.181454
2,Smoke Flavor,4,Sweet Cheeks 2012 Vintner's Reserve Wild Child Block Pinot Noir (Willamette Valley),-0.056171
2,Smoke Flavor,5,Tandem 2011 Ars In Vitro Tempranillo-Merlot (Navarra),-0.009163
2,Smoke Flavor,6,Terre di Giurfo 2013 Belsito Frappato (Vittoria),-0.168971
2,Smoke Flavor,7,Trimbach 2012 Gewurztraminer (Alsace),-0.135779
2,Smoke Flavor,8,Heinz Eifel 2013 Shine Gewürztraminer (Rheinhessen),-0.162766
2,Smoke Flavor,9,Jean-Baptiste Adam 2012 Les Natures Pinot Gris (Alsace),-0.20707
2,Smoke Flavor,10,Kirkland Signature 2011 Mountain Cuvée Cabernet Sauvignon (Napa Valley),-0.122102
2,Smoke Flavor,11,Leon Beyer 2012 Gewurztraminer (Alsace),-0.161883
2,Smoke Flavor,12,Louis M. Martini 2012 Cabernet Sauvignon (Alexander Valley),0.011124
2,Smoke Flavor,13,Masseria Setteporte 2012 Rosso  (Etna),-0.059584
2,Smoke Flavor,14,Mirassou 2012 Chardonnay (Central Coast),-0.187994
2,Smoke Flavor,15,Richard Böcking 2013 Devon Riesling (Mosel),-0.129085
2,Smoke Flavor,16,Felix Lavaque 2010 Felix Malbec (Cafayate),-0.049649
2,Smoke Flavor,17,Gaucho Andino 2011 Winemaker Selection Malbec (Mendoza),0.611677
2,Smoke Flavor,18,Pradorey 2010 Vendimia Seleccionada Finca Valdelayegua Single Vineyard Crianza  (Ribera del Duero),0.982595
2,Smoke Flavor,19,Quiévremont 2012 Meritage (Virginia),0.014417
2,Smoke Flavor,20,Quiévremont 2012 Vin de Maison Red (Virginia),0.044032
2,Smoke Flavor,21,Acrobat 2013 Pinot Noir (Oregon),-0.168731
2,Smoke Flavor,22,Baglio di Pianetto 2007 Ficiligno White (Sicilia),-0.112084
2,Smoke Flavor,23,Bianchi 2011 Signature Selection Merlot (Paso Robles),-0.025461
2,Smoke Flavor,24,Canicattì 2009 Aynat Nero d'Avola (Sicilia),0.503123
2,Smoke Flavor,25,Castello di Amorosa 2011 King Ridge Vineyard Pinot Noir (Sonoma Coast),1.0
2,Smoke Flavor,26,Stemmari 2013 Dalila White (Terre Siciliane),-0.136632
2,Smoke Flavor,27,Stemmari 2013 Nero d'Avola (Terre Siciliane),-0.024612
2,Smoke Flavor,28,Terre di Giurfo 2011 Mascaria Barricato  (Cerasuolo di Vittoria),0.70611
2,Smoke Flavor,29,Clarksburg Wine Company 2010 Chenin Blanc (Clarksburg),-0.174154
2,Smoke Flavor,30,Domaine de la Madone 2012 Nouveau  (Beaujolais-Villages),-0.180931
2,Smoke Flavor,31,Duca di Salaparuta 2010 Calanìca Nero d'Avola-Merlot Red (Sicilia),-0.175052
2,Smoke Flavor,32,Duca di Salaparuta 2011 Calanìca Grillo-Viognier White (Sicilia),-0.166216
2,Smoke Flavor,33,Envolve 2010 Puma Springs Vineyard Red (Dry Creek Valley),-0.163635
2,Smoke Flavor,34,Envolve 2011 Sauvignon Blanc (Sonoma Valley),-0.171949
2,Smoke Flavor,35,Erath 2010 Hyland Pinot Noir (McMinnville),-0.168027
2,Smoke Flavor,36,Estampa 2011 Estate Viognier-Chardonnay (Colchagua Valley),-0.163534
2,Smoke Flavor,37,Feudi del Pisciotto 2010 Missoni Cabernet Sauvignon (Sicilia),0.307069
2,Smoke Flavor,38,Feudi di San Marzano 2011 I Tratturi Primitivo (Puglia),-0.170984
2,Smoke Flavor,39,Feudo di Santa Tresa 2011 Purato Made With Organic Grapes Nero d'Avola (Sicilia),-0.178503
3,Fruitiness,0,Nicosia 2013 Vulkà Bianco  (Etna),-0.276115
3,Fruitiness,1,Quinta dos Avidagos 2011 Avidagos Red (Douro),0.961498
3,Fruitiness,2,Rainstorm 2013 Pinot Gris (Willamette Valley),0.039673
3,Fruitiness,3,St. Julian 2013 Reserve Late Harvest Riesling (Lake Michigan Shore),0.248719
3,Fruitiness,4,Sweet Cheeks 2012 Vintner's Reserve Wild Child Block Pinot Noir (Willamette Valley),-0.669444
3,Fruitiness,5,Tandem 2011 Ars In Vitro Tempranillo-Merlot (Navarra),0.104255
3,Fruitiness,6,Terre di Giurfo 2013 Belsito Frappato (Vittoria),-0.233319
3,Fruitiness,7,Trimbach 2012 Gewurztraminer (Alsace),-0.238946
3,Fruitiness,8,Heinz Eifel 2013 Shine Gewürztraminer (Rheinhessen),0.316563
3,Fruitiness,9,Jean-Baptiste Adam 2012 Les Natures Pinot Gris (Alsace),-0.333239
3,Fruitiness,10,Kirkland Signature 2011 Mountain Cuvée Cabernet Sauvignon (Napa Valley),0.033479
3,Fruitiness,11,Leon Beyer 2012 Gewurztraminer (Alsace),-0.634273
3,Fruitiness,12,Louis M. Martini 2012 Cabernet Sauvignon (Alexander Valley),0.267595
3,Fruitiness,13,Masseria Setteporte 2012 Rosso  (Etna),-0.015593
3,Fruitiness,14,Mirassou 2012 Chardonnay (Central Coast),-0.504899
3,Fruitiness,15,Richard Böcking 2013 Devon Riesling (Mosel),-0.212839
3,Fruitiness,16,Felix Lavaque 2010 Felix Malbec (Cafayate),0.036606
3,Fruitiness,17,Gaucho Andino 2011 Winemaker Selection Malbec (Mendoza),0.080714
3,Fruitiness,18,Pradorey 2010 Vendimia Seleccionada Finca Valdelayegua Single Vineyard Crianza  (Ribera del Duero),0.459459
3,Fruitiness,19,Quiévremont 2012 Meritage (Virginia),-0.046758
3,Fruitiness,20,Quiévremont 2012 Vin de Maison Red (Virginia),-0.18882
3,Fruitiness,21,Acrobat 2013 Pinot Noir (Oregon),-0.243022
3,Fruitiness,22,Baglio di Pianetto 2007 Ficiligno White (Sicilia),-0.020581
3,Fruitiness,23,Bianchi 2011 Signature Selection Merlot (Paso Robles),-0.171992
3,Fruitiness,24,Canicattì 2009 Aynat Nero d'Avola (Sicilia),0.192471
3,Fruitiness,25,Castello di Amorosa 2011 King Ridge Vineyard Pinot Noir (Sonoma Coast),0.990593
3,Fruitiness,26,Stemmari 2013 Dalila White (Terre Siciliane),0.009979
3,Fruitiness,27,Stemmari 2013 Nero d'Avola (Terre Siciliane),-0.08388
3,Fruitiness,28,Terre di Giurfo 2011 Mascaria Barricato  (Cerasuolo di Vittoria),0.032697
3,Fruitiness,29,Clarksburg Wine Company 2010 Chenin Blanc (Clarksburg),-0.258447
3,Fruitiness,30,Domaine de la Madone 2012 Nouveau  (Beaujolais-Villages),0.043525
3,Fruitiness,31,Duca di Salaparuta 2010 Calanìca Nero d'Avola-Merlot Red (Sicilia),0.158128
3,Fruitiness,32,Duca di Salaparuta 2011 Calanìca Grillo-Viognier White (Sicilia),0.409204
3,Fruitiness,33,Envolve 2010 Puma Springs Vineyard Red (Dry Creek Valley),-0.013451
3,Fruitiness,34,Envolve 2011 Sauvignon Blanc (Sonoma Valley),-0.125633
3,Fruitiness,35,Erath 2010 Hyland Pinot Noir (McMinnville),-1.0
3,Fruitiness,36,Estampa 2011 Estate Viognier-Chardonnay (Colchagua Valley),0.102811
3,Fruitiness,37,Feudi del Pisciotto 2010 Missoni Cabernet Sauvignon (Sicilia),0.080442
3,Fruitiness,38,Feudi di San Marzano 2011 I Tratturi Primitivo (Puglia),0.375826
3,Fruitiness,39,Feudo di Santa Tresa 2011 Purato Made With Organic Grapes Nero d'Avola (Sicilia),0.327012
4,Acidity,0,Nicosia 2013 Vulkà Bianco  (Etna),0.110137
4,Acidity,1,Quinta dos Avidagos 2011 Avidagos Red (Douro),0.033171
4,Acidity,2,Rainstorm 2013 Pinot Gris (Willamette Valley),0.516419
4,Acidity,3,St. Julian 2013 Reserve Late Harvest Riesling (Lake Michigan Shore),-0.018248
4,Acidity,4,Sweet Cheeks 2012 Vintner's Reserve Wild Child Block Pinot Noir (Willamette Valley),-0.328613
4,Acidity,5,Tandem 2011 Ars In Vitro Tempranillo-Merlot (Navarra),0.642732
4,Acidity,6,Terre di Giurfo 2013 Belsito Frappato (Vittoria),0.066058
4,Acidity,7,Trimbach 2012 Gewurztraminer (Alsace),-0.023157
4,Acidity,8,Heinz Eifel 2013 Shine Gewürztraminer (Rheinhessen),0.107353
4,Acidity,9,Jean-Baptiste Adam 2012 Les Natures Pinot Gris (Alsace),0.090763
4,Acidity,10,Kirkland Signature 2011 Mountain Cuvée Cabernet Sauvignon (Napa Valley),-0.369349
4,Acidity,11,Leon Beyer 2012 Gewurztraminer (Alsace),0.358386
4,Acidity,12,Louis M. Martini 2012 Cabernet Sauvignon (Alexander Valley),-0.049532
4,Acidity,13,Masseria Setteporte 2012 Rosso  (Etna),-0.136766
4,Acidity,14,Mirassou 2012 Chardonnay (Central Coast),-0.092145
4,Acidity,15,Richard Böcking 2013 Devon Riesling (Mosel),0.319774
4,Acidity,16,Felix Lavaque 2010 Felix Malbec (Cafayate),1.0
4,Acidity,17,Gaucho Andino 2011 Winemaker Selection Malbec (Mendoza),-0.175331
4,Acidity,18,Pradorey 2010 Vendimia Seleccionada Finca Valdelayegua Single Vineyard Crianza  (Ribera del Duero),-0.024268
4,Acidity,19,Quiévremont 2012 Meritage (Virginia),-0.648406
4,Acidity,20,Quiévremont 2012 Vin de Maison Red (Virginia),-0.133499
4,Acidity,21,Acrobat 2013 Pinot Noir (Oregon),-0.179271
4,Acidity,22,Baglio di Pianetto 2007 Ficiligno White (Sicilia),0.205518
4,Acidity,23,Bianchi 2011 Signature Selection Merlot (Paso Robles),0.219482
4,Acidity,24,Canicattì 2009 Aynat Nero d'Avola (Sicilia),-0.114176
4,Acidity,25,Castello di Amorosa 2011 King Ridge Vineyard Pinot Noir (Sonoma Coast),-0.145024
4,Acidity,26,Stemmari 2013 Dalila White (Terre Siciliane),0.072164
4,Acidity,27,Stemmari 2013 Nero d'Avola (Terre Siciliane),-0.271438
4,Acidity,28,Terre di Giurfo 2011 Mascaria Barricato  (Cerasuolo di Vittoria),-0.224404
4,Acidity,29,Clarksburg Wine Company 2010 Chenin Blanc (Clarksburg),0.038387
4,Acidity,30,Domaine de la Madone 2012 Nouveau  (Beaujolais-Villages),-0.102223
4,Acidity,31,Duca di Salaparuta 2010 Calanìca Nero d'Avola-Merlot Red (Sicilia),0.862247
4,Acidity,32,Duca di Salaparuta 2011 Calanìca Grillo-Viognier White (Sicilia),-0.234133
4,Acidity,33,Envolve 2010 Puma Springs Vineyard Red (Dry Creek Valley),-0.637173
4,Acidity,34,Envolve 2011 Sauvignon Blanc (Sonoma Valley),0.800509
4,Acidity,35,Erath 2010 Hyland Pinot Noir (McMinnville),-0.235373
4,Acidity,36,Estampa 2011 Estate Viognier-Chardonnay (Colchagua Valley),-0.230822
4,Acidity,37,Feudi del Pisciotto 2010 Missoni Cabernet Sauvignon (Sicilia),-0.218942
4,Acidity,38,Feudi di San Marzano 2011 I Tratturi Primitivo (Puglia),-0.646761
4,Acidity,39,Feudo di Santa Tresa 2011 Purato Made With Organic Grapes Nero d'Avola (Sicilia),-0.204045
5,Body,0,Nicosia 2013 Vulkà Bianco  (Etna),-0.345533
5,Body,1,Quinta dos Avidagos 2011 Avidagos Red (Douro),0.165086
5,Body,2,Rainstorm 2013 Pinot Gris (Willamette Valley),-0.371257
5,Body,3,St. Julian 2013 Reserve Late Harvest Riesling (Lake Michigan Shore),0.191946
5,Body,4,Sweet Cheeks 2012 Vintner's Reserve Wild Child Block Pinot Noir (Willamette Valley),-0.340322
5,Body,5,Tandem 2011 Ars In Vitro Tempranillo-Merlot (Navarra),0.320612
5,Body,6,Terre di Giurfo 2013 Belsito Frappato (Vittoria),-0.2543
5,Body,7,Trimbach 2012 Gewurztraminer (Alsace),-0.104739
5,Body,8,Heinz Eifel 2013 Shine Gewürztraminer (Rheinhessen),-0.262994
5,Body,9,Jean-Baptiste Adam 2012 Les Natures Pinot Gris (Alsace),-0.289818
5,Body,10,Kirkland Signature 2011 Mountain Cuvée Cabernet Sauvignon (Napa Valley),0.148687
5,Body,11,Leon Beyer 2012 Gewurztraminer (Alsace),-0.261544
5,Body,12,Louis M. Martini 2012 Cabernet Sauvignon (Alexander Valley),0.231263
5,Body,13,Masseria Setteporte 2012 Rosso  (Etna),0.815964
5,Body,14,Mirassou 2012 Chardonnay (Central Coast),-0.350234
5,Body,15,Richard Böcking 2013 Devon Riesling (Mosel),-0.337508
5,Body,16,Felix Lavaque 2010 Felix Malbec (Cafayate),0.191185
5,Body,17,Gaucho Andino 2011 Winemaker Selection Malbec (Mendoza),0.309236
5,Body,18,Pradorey 2010 Vendimia Seleccionada Finca Valdelayegua Single Vineyard Crianza  (Ribera del Duero),1.0
5,Body,19,Quiévremont 2012 Meritage (Virginia),0.041589
5,Body,20,Quiévremont 2012 Vin de Maison Red (Virginia),0.085586
5,Body,21,Acrobat 2013 Pinot Noir (Oregon),-0.169301
5,Body,22,Baglio di Pianetto 2007 Ficiligno White (Sicilia),-0.224186
5,Body,23,Bianchi 2011 Signature Selection Merlot (Paso Robles),-0.168284
5,Body,24,Canicattì 2009 Aynat Nero d'Avola (Sicilia),0.237468
5,Body,25,Castello di Amorosa 2011 King Ridge Vineyard Pinot Noir (Sonoma Coast),0.626958
5,Body,26,Stemmari 2013 Dalila White (Terre Siciliane),-0.229165
5,Body,27,Stemmari 2013 Nero d'Avola (Terre Siciliane),0.086652
5,Body,28,Terre di Giurfo 2011 Mascaria Barricato  (Cerasuolo di Vittoria),0.454943
5,Body,29,Clarksburg Wine Company 2010 Chenin Blanc (Clarksburg),-0.41879
5,Body,30,Domaine de la Madone 2012 Nouveau  (Beaujolais-Villages),-0.312679
5,Body,31,Duca di Salaparuta 2010 Calanìca Nero d'Avola-Merlot Red (Sicilia),-0.229897
5,Body,32,Duca di Salaparuta 2011 Calanìca Grillo-Viognier White (Sicilia),-0.2487
5,Body,33,Envolve 2010 Puma Springs Vineyard Red (Dry Creek Valley),0.065377
5,Body,34,Envolve 2011 Sauvignon Blanc (Sonoma Valley),-0.254563
5,Body,35,Erath 2010 Hyland Pinot Noir (McMinnville),-0.37474
5,Body,36,Estampa 2011 Estate Viognier-Chardonnay (Colchagua Valley),0.137912
5,Body,37,Feudi del Pisciotto 2010 Missoni Cabernet Sauvignon (Sicilia),0.619928
5,Body,38,Feudi di San Marzano 2011 I Tratturi Primitivo (Puglia),-0.103913
5,Body,39,Feudo di Santa Tresa 2011 Purato Made With Organic Grapes Nero d'Avola (Sicilia),-0.077925
6,Sweetness,0,Nicosia 2013 Vulkà Bianco  (Etna),-0.192512
6,Sweetness,1,Quinta dos Avidagos 2011 Avidagos Red (Douro),-0.062052
6,Sweetness,2,Rainstorm 2013 Pinot Gris (Willamette Valley),-0.130778
6,Sweetness,3,St. Julian 2013 Reserve Late Harvest Riesling (Lake Michigan Shore),0.058485
6,Sweetness,4,Sweet Cheeks 2012 Vintner's Reserve Wild Child Block Pinot Noir (Willamette Valley),-0.059623
6,Sweetness,5,Tandem 2011 Ars In Vitro Tempranillo-Merlot (Navarra),-0.076654
6,Sweetness,6,Terre di Giurfo 2013 Belsito Frappato (Vittoria),-0.060406
6,Sweetness,7,Trimbach 2012 Gewurztraminer (Alsace),-0.179303
6,Sweetness,8,Heinz Eifel 2013 Shine Gewürztraminer (Rheinhessen),0.131451
6,Sweetness,9,Jean-Baptiste Adam 2012 Les Natures Pinot Gris (Alsace),0.047085
6,Sweetness,10,Kirkland Signature 2011 Mountain Cuvée Cabernet Sauvignon (Napa Valley),0.073611
6,Sweetness,11,Leon Beyer 2012 Gewurztraminer (Alsace),-0.181167
6,Sweetness,12,Louis M. Martini 2012 Cabernet Sauvignon (Alexander Valley),-0.151211
6,Sweetness,13,Masseria Setteporte 2012 Rosso  (Etna),-0.142886
6,Sweetness,14,Mirassou 2012 Chardonnay (Central Coast),-0.043541
6,Sweetness,15,Richard Böcking 2013 Devon Riesling (Mosel),0.200712
6,Sweetness,16,Felix Lavaque 2010 Felix Malbec (Cafayate),-0.00295
6,Sweetness,17,Gaucho Andino 2011 Winemaker Selection Malbec (Mendoza),-0.017107
6,Sweetness,18,Pradorey 2010 Vendimia Seleccionada Finca Valdelayegua Single Vineyard Crianza  (Ribera del Duero),0.014997
6,Sweetness,19,Quiévremont 2012 Meritage (Virginia),-0.124454
6,Sweetness,20,Quiévremont 2012 Vin de Maison Red (Virginia),0.000816
6,Sweetness,21,Acrobat 2013 Pinot Noir (Oregon),-0.213342
6,Sweetness,22,Baglio di Pianetto 2007 Ficiligno White (Sicilia),-0.042271
6,Sweetness,23,Bianchi 2011 Signature Selection Merlot (Paso Robles),-0.090133
6,Sweetness,24,Canicattì 2009 Aynat Nero d'Avola (Sicilia),-0.116946
6,Sweetness,25,Castello di Amorosa 2011 King Ridge Vineyard Pinot Noir (Sonoma Coast),-0.072502
6,Sweetness,26,Stemmari 2013 Dalila White (Terre Siciliane),0.014252
6,Sweetness,27,Stemmari 2013 Nero d'Avola (Terre Siciliane),0.032341
6,Sweetness,28,Terre di Giurfo 2011 Mascaria Barricato  (Cerasuolo di Vittoria),0.073525
6,Sweetness,29,Clarksburg Wine Company 2010 Chenin Blanc (Clarksburg),0.28618
6,Sweetness,30,Domaine de la Madone 2012 Nouveau  (Beaujolais-Villages),-0.071096
6,Sweetness,31,Duca di Salaparuta 2010 Calanìca Nero d'Avola-Merlot Red (Sicilia),-0.091326
6,Sweetness,32,Duca di Salaparuta 2011 Calanìca Grillo-Viognier White (Sicilia),0.04416
6,Sweetness,33,Envolve 2010 Puma Springs Vineyard Red (Dry Creek Valley),-0.097576
6,Sweetness,34,Envolve 2011 Sauvignon Blanc (Sonoma Valley),-0.28747
6,Sweetness,35,Erath 2010 Hyland Pinot Noir (McMinnville),0.035881
6,Sweetness,36,Estampa 2011 Estate Viognier-Chardonnay (Colchagua Valley),1.0
6,Sweetness,37,Feudi del Pisciotto 2010 Missoni Cabernet Sauvignon (Sicilia),-0.091815
6,Sweetness,38,Feudi di San Marzano 2011 I Tratturi Primitivo (Puglia),0.62057
6,Sweetness,39,Feudo di Santa Tresa 2011 Purato Made With Organic Grapes Nero d'Avola (Sicilia),-0.034945
7,Oak Influence,0,Nicosia 2013 Vulkà Bianco  (Etna),-0.248407
7,Oak Influence,1,Quinta dos Avidagos 2011 Avidagos Red (Douro),-0.155437
7,Oak Influence,2,Rainstorm 2013 Pinot Gris (Willamette Valley),-0.28155
7,Oak Influence,3,St. Julian 2013 Reserve Late Harvest Riesling (Lake Michigan Shore),-0.265439
7,Oak Influence,4,Sweet Cheeks 2012 Vintner's Reserve Wild Child Block Pinot Noir (Willamette Valley),-0.284549
7,Oak Influence,5,Tandem 2011 Ars In Vitro Tempranillo-Merlot (Navarra),-0.091018
7,Oak Influence,6,Terre di Giurfo 2013 Belsito Frappato (Vittoria),-0.198735
7,Oak Influence,7,Trimbach 2012 Gewurztraminer (Alsace),-0.274692
7,Oak Influence,8,Heinz Eifel 2013 Shine Gewürztraminer (Rheinhessen),-0.281275
7,Oak Influence,9,Jean-Baptiste Adam 2012 Les Natures Pinot Gris (Alsace),-0.252311
7,Oak Influence,10,Kirkland Signature 2011 Mountain Cuvée Cabernet Sauvignon (Napa Valley),0.493872
7,Oak Influence,11,Leon Beyer 2012 Gewurztraminer (Alsace),-0.271414
7,Oak Influence,12,Louis M. Martini 2012 Cabernet Sauvignon (Alexander Valley),0.594643
7,Oak Influence,13,Masseria Setteporte 2012 Rosso  (Etna),0.694918
7,Oak Influence,14,Mirassou 2012 Chardonnay (Central Coast),-0.183545
7,Oak Influence,15,Richard Böcking 2013 Devon Riesling (Mosel),-0.211748
7,Oak Influence,16,Felix Lavaque 2010 Felix Malbec (Cafayate),0.275735
7,Oak Influence,17,Gaucho Andino 2011 Winemaker Selection Malbec (Mendoza),0.826996
7,Oak Influence,18,Pradorey 2010 Vendimia Seleccionada Finca Valdelayegua Single Vineyard Crianza  (Ribera del Duero),1.0
7,Oak Influence,19,Quiévremont 2012 Meritage (Virginia),-0.117052
7,Oak Influence,20,Quiévremont 2012 Vin de Maison Red (Virginia),0.300996
7,Oak Influence,21,Acrobat 2013 Pinot Noir (Oregon),-0.12012
7,Oak Influence,22,Baglio di Pianetto 2007 Ficiligno White (Sicilia),-0.22871
7,Oak Influence,23,Bianchi 2011 Signature Selection Merlot (Paso Robles),-0.210574
7,Oak Influence,24,Canicattì 2009 Aynat Nero d'Avola (Sicilia),0.357635
7,Oak Influence,25,Castello di Amorosa 2011 King Ridge Vineyard Pinot Noir (Sonoma Coast),0.697113
7,Oak Influence,26,Stemmari 2013 Dalila White (Terre Siciliane),0.213516
7,Oak Influence,27,Stemmari 2013 Nero d'Avola (Terre Siciliane),0.064606
7,Oak Influence,28,Terre di Giurfo 2011 Mascaria Barricato  (Cerasuolo di Vittoria),0.480586
7,Oak Influence,29,Clarksburg Wine Company 2010 Chenin Blanc (Clarksburg),-0.281366
7,Oak Influence,30,Domaine de la Madone 2012 Nouveau  (Beaujolais-Villages),-0.285889
7,Oak Influence,31,Duca di Salaparuta 2010 Calanìca Nero d'Avola-Merlot Red (Sicilia),-0.287146
7,Oak Influence,32,Duca di Salaparuta 2011 Calanìca Grillo-Viognier White (Sicilia),-0.266764
7,Oak Influence,33,Envolve 2010 Puma Springs Vineyard Red (Dry Creek Valley),-0.22922
7,Oak Influence,34,Envolve 2011 Sauvignon Blanc (Sonoma Valley),-0.229254
7,Oak Influence,35,Erath 2010 Hyland Pinot Noir (McMinnville),-0.32778
7,Oak Influence,36,Estampa 2011 Estate Viognier-Chardonnay (Colchagua Valley),-0.174276
7,Oak Influence,37,Feudi del Pisciotto 2010 Missoni Cabernet Sauvignon (Sicilia),0.174852
7,Oak Influence,38,Feudi di San Marzano 2011 I Tratturi Primitivo (Puglia),-0.148215
7,Oak Influence,39,Feudo di Santa Tresa 2011 Purato Made With Organic Grapes Nero d'Avola (Sicilia),-0.26898
8,Spice Notes,0,Nicosia 2013 Vulkà Bianco  (Etna),-0.151356
8,Spice Notes,1,Quinta dos Avidagos 2011 Avidagos Red (Douro),-0.236152
8,Spice Notes,2,Rainstorm 2013 Pinot Gris (Willamette Valley),-0.329975
8,Spice Notes,3,St. Julian 2013 Reserve Late Harvest Riesling (Lake Michigan Shore),-0.298626
8,Spice Notes,4,Sweet Cheeks 2012 Vintner's Reserve Wild Child Block Pinot Noir (Willamette Valley),-0.25801
8,Spice Notes,5,Tandem 2011 Ars In Vitro Tempranillo-Merlot (Navarra),0.629866
8,Spice Notes,6,Terre di Giurfo 2013 Belsito Frappato (Vittoria),-0.027187
8,Spice Notes,7,Trimbach 2012 Gewurztraminer (Alsace),0.654733
8,Spice Notes,8,Heinz Eifel 2013 Shine Gewürztraminer (Rheinhessen),-0.244632
8,Spice Notes,9,Jean-Baptiste Adam 2012 Les Natures Pinot Gris (Alsace),-0.101983
8,Spice Notes,10,Kirkland Signature 2011 Mountain Cuvée Cabernet Sauvignon (Napa Valley),-0.027516
8,Spice Notes,11,Leon Beyer 2012 Gewurztraminer (Alsace),0.519085
8,Spice Notes,12,Louis M. Martini 2012 Cabernet Sauvignon (Alexander Valley),0.130756
8,Spice Notes,13,Masseria Setteporte 2012 Rosso  (Etna),-0.047127
8,Spice Notes,14,Mirassou 2012 Chardonnay (Central Coast),-0.31357
8,Spice Notes,15,Richard Böcking 2013 Devon Riesling (Mosel),-0.317576
8,Spice Notes,16,Felix Lavaque 2010 Felix Malbec (Cafayate),0.243307
8,Spice Notes,17,Gaucho Andino 2011 Winemaker Selection Malbec (Mendoza),0.182563
8,Spice Notes,18,Pradorey 2010 Vendimia Seleccionada Finca Valdelayegua Single Vineyard Crianza  (Ribera del Duero),1.0
