movieId,rating_count
112,12308
91658,12307
2076,12303
44555,12273
44,12261
8533,12215
8950,12200
106489,12175
7373,12169
1059,12161
94959,12136
3039,12106
122892,12099
2078,12077
265,12026
3499,12018
471,12016
97938,11982
2105,11973
3916,11927
97304,11926
342,11920
30812,11885
139385,11873
46976,11865
1375,11835
902,11835
122914,11811
1569,11802
3702,11801
2694,11737
1372,11736
45517,11703
969,11693
1562,11686
168250,11679
2278,11672
3703,11672
202439,11670
58,11659
204698,11635
3300,11632
1274,11622
785,11611
5464,11605
44665,11593
2407,11559
44199,11559
4638,11545
1921,11543
376,11536
282,11523
1597,11518
3255,11506
2420,11493
81847,11492
186,11491
40819,11478
4148,11444
3489,11443
4016,11437
315,11413
6807,11412
69481,11402
1747,11401
128360,11400
52722,11399
4367,11388
1994,11366
6936,11360
31696,11347
1339,11331
661,11317
112183,11268
89492,11259
94864,11254
3252,11254
4223,11246
1022,11226
515,11206
529,11176
59615,11152
4239,11146
88744,11128
52973,11104
106696,11102
176371,11094
1293,11078
914,11077
31685,11066
3624,11026
3552,11006
122920,10997
1172,10982
1129,10981
8528,10974
5266,10957
60074,10948
61323,10946
8622,10946
852,10937
41569,10934
8949,10928
261,10899
1345,10870
246,10852
93510,10851
4571,10845
102903,10821
61132,10818
355,10815
2539,10791
207313,10740
3967,10736
216,10728
1371,10727
6218,10725
72641,10723
741,10719
97913,10694
2541,10690
2160,10690
256,10683
2193,10683
82459,10677
2021,10675
345,10642
1084,10610
122900,10595
3256,10572
2002,10567
1029,10545
1967,10534
1060,10519
106100,10511
1343,10505
3082,10496
30810,10482
102445,10480
2144,10459
2058,10438
195159,10434
53322,10379
252,10334
22,10317
3101,10267
431,10266
2124,10248
3868,10237
108932,10233
31,10223
4874,10219
1367,10185
93840,10172
2717,10171
1287,10165
68319,10164
39183,10155
2770,10147
105,10131
1244,10130
1918,10129
5810,10093
4299,10077
2248,10045
1267,10028
37729,10006
762,10004
86882,10003
1032,9981
3006,9981
1953,9961
3617,9947
7445,9935
63113,9919
2085,9908
585,9903
4701,9895
1249,9868
1261,9858
1120,9830
72226,9818
187593,9815
1947,9813
6947,9808
1271,9797
2953,9790
3863,9750
198,9747
7090,9744
475,9723
180,9714
1347,9714
33615,9708
2746,9699
55765,9697
96821,9680
66097,9671
441,9667
116823,9665
1061,9639
58998,9638
177765,9638
103249,9609
2336,9604
2724,9604
3362,9597
724,9590
1405,9590
277,9590
95167,9582
1962,9567
616,9559
2490,9557
91630,9542
104879,9541
2605,9532
2427,9530
52,9518
3210,9510
5388,9510
3988,9507
2871,9488
968,9474
5444,9472
1235,9462
2018,9448
1027,9446
8970,9420
29,9413
1882,9403
455,9387
74789,9384
2150,9358
1982,9347
30825,9341
3510,9326
45,9306
34319,9298
38061,9284
6188,9275
1047,9265
171763,9259
2968,9252
1663,9230
2232,9216
2641,9208
95510,9198
2140,9130
81562,9128
4361,9122
3409,9113
2393,9104
5219,9097
6281,9092
1566,9076
922,9072
1272,9065
2951,9062
2087,9056
122926,9028
2915,9017
2580,9015
3174,9012
5630,9011
57368,8984
8783,8984
3301,8972
2723,8940
2949,8898
80549,8888
1590,8883
63992,8882
1042,8877
2403,8871
142488,8867
1321,8866
6534,8865
1223,8854
849,8850
170,8841
4734,8839
122906,8828
1212,8823
3826,8822
117529,8820
54259,8800
204,8795
56757,8791
1644,8783
2948,8772
1513,8766
1479,8758
224,8731
34150,8724
3247,8723
46972,8711
4002,8694
64839,8689
174055,8681
4344,8656
2908,8653
5254,8648
118696,8616
54997,8614
6754,8612
720,8612
107406,8582
101864,8545
88163,8538
1805,8513
88810,8509
3105,8505
53972,8504
6953,8496
72011,8486
215,8476
8917,8475
105844,8469
2722,8468
95441,8439
2501,8433
1912,8432
3363,8424
1175,8405
3107,8386
5872,8376
2096,8373
3698,8371
2581,8368
372,8367
1831,8357
1357,8341
2826,8341
3108,8334
61024,8332
1231,8323
2687,8322
838,8314
64969,8294
24,8293
166461,8278
1587,8273
3386,8271
5673,8268
2289,8255
6157,8254
106072,8247
1717,8240
4641,8228
2881,8227
348,8210
610,8208
647,8207
1911,8203
40629,8196
6541,8195
306,8183
81564,8179
524,8155
193,8144
3285,8144
4446,8137
1373,8130
117176,8124
1093,8116
3556,8104
72378,8099
2394,8094
3020,8091
2145,8076
97752,8065
2020,8039
73321,8038
247,8030
3072,8014
135143,8005
719,8003
139644,7983
2109,7981
3005,7973
86880,7972
104374,7969
2313,7959
272,7935
1020,7931
2335,7923
103228,7911
1188,7902
3555,7900
60040,7884
53000,7871
45186,7870
2944,7858
2231,7855
531,7845
5064,7844
90405,7842
3273,7830
4855,7827
362,7782
5574,7768
3969,7766
4321,7751
307,7741
102407,7741
6155,7738
1960,7721
94777,7712
1299,7712
143355,7710
4235,7703
2064,7692
2431,7680
6323,7675
4105,7663
112175,7656
1269,7650
45672,7645
2795,7643
1680,7639
273,7626
1077,7594
319,7586
177593,7586
67255,7580
4015,7579
8371,7576
916,7573
4890,7572
1586,7549
6350,7539
7022,7535
327,7533
230,7528
111360,7520
1952,7513
105504,7505
6287,7500
3361,7479
4901,7477
41997,7477
3148,7474
2423,7472
103253,7469
7454,7468
82461,7458
898,7445
468,7444
1037,7443
46723,7437
3798,7437
303,7435
38038,7414
1186,7403
7099,7392
103042,7372
2094,7362
2478,7348
2707,7347
5507,7344
3354,7330
31410,7328
800,7322
61240,7318
81229,7308
4019,7299
2010,7290
2366,7284
1245,7280
8807,7269
3257,7253
1086,7252
164909,7231
1209,7227
2108,7227
3424,7226
1801,7215
114180,7209
1104,7208
1095,7205
1298,7199
2340,7193
4489,7193
1378,7185
5013,7180
55269,7174
3317,7169
112623,7168
1292,7154
3396,7143
33660,7134
48738,7130
837,7130
2391,7098
1385,7098
2378,7093
2300,7088
1779,7084
87869,7067
7360,7053
2352,7050
60072,7047
168248,7037
202429,7035
1957,7013
5945,7009
115210,7009
2134,7000
3504,6985
1945,6982
27706,6979
4128,6979
3681,6977
6708,6976
4343,6965
1499,6943
2371,6943
909,6921
830,6921
7323,6905
1253,6897
208703,6884
80489,6877
49278,6871
2421,6871
7444,6864
2409,6860
26662,6855
1025,6830
3704,6824
1179,6821
58803,6820
5690,6817
1350,6814
4232,6811
2359,6807
3034,6799
2485,6795
107,6782
1296,6778
6383,6777
2788,6773
2405,6760
3740,6746
52281,6739
1438,6725
89864,6724
5225,6719
3697,6714
60,6708
4700,6701
3882,6698
2428,6685
84954,6681
1965,6678
2872,6676
799,6670
1284,6665
152077,6665
2125,6659
1103,6659
1237,6657
6979,6656
69406,6648
179819,6646
866,6640
2600,6619
135,6619
3745,6608
87306,6604
6503,6587
103141,6587
3435,6586
60756,6584
954,6583
114662,6578
2186,6568
562,6559
44022,6540
671,6524
52328,6520
413,6514
743,6511
1409,6508
3157,6488
3683,6467
3608,6463
37733,6455
237,6442
103335,6439
1449,6433
5528,6425
3809,6424
51935,6419
8638,6417
3168,6411
4007,6409
3087,6401
135133,6401
140174,6391
1256,6391
2616,6386
2067,6381
1254,6377
1019,6375
3986,6371
53121,6368
162,6363
1441,6353
1217,6350
2410,6335
31878,6335
5954,6332
86833,6322
57640,6321
2467,6320
81932,6318
185029,6304
187541,6303
158238,6303
232,6295
6787,6274
3827,6266
112138,6258
53519,6248
106916,6237
6957,6235
55118,6228
56775,6217
8810,6212
532,6200
3476,6198
18,6191
1591,6188
2243,6182
86911,6175
2137,6170
546,6169
3825,6158
2739,6158
3186,6154
8958,6152
111781,6151
1411,6151
2686,6145
379,6142
1835,6133
2411,6127
2688,6120
14,6116
8914,6111
3263,6110
114935,6103
96588,6101
205156,6094
3450,6086
46530,6075
926,6068
3254,6066
1476,6064
194,6060
6565,6055
3462,6051
2402,6040
5291,6039
2728,6033
4388,6028
3869,6012
47997,6000
4023,5994
55290,5987
3100,5981
5617,5981
140956,5971
58025,5964
4069,5964
90866,5963
930,5962
637,5960
4865,5952
222,5936
2528,5936
1185,5936
5015,5935
166635,5934
6548,5926
1227,5925
1100,5917
1635,5915
3113,5899
308,5896
1556,5893
41285,5892
2384,5884
928,5879
48043,5875
108190,5867
3104,5860
1955,5859
915,5858
1041,5851
3438,5847
1283,5840
6593,5829
3968,5829
1688,5829
48304,5818
535,5818
2471,5814
68791,5805
1464,5798
68554,5795
46970,5789
2991,5787
143385,5785
1257,5784
2986,5770
2413,5769
27904,5740
933,5728
1260,5728
201773,5724
1248,5718
166534,5711
374,5703
3730,5693
2803,5689
104211,5688
79293,5686
106918,5682
382,5679
166643,5669
56587,5668
8983,5665
7325,5664
1619,5657
1091,5649
880,5641
64716,5637
56145,5635
203,5635
1894,5626
69526,5626
157296,5624
2116,5621
2046,5617
6440,5617
79,5614
207,5608
748,5607
84944,5605
8981,5600
3638,5591
96737,5579
194448,5577
481,5568
106002,5549
428,5543
5449,5542
6564,5540
98961,5540
491,5538
2369,5528
2840,5521
1687,5519
5620,5519
39446,5518
136020,5513
112290,5513
1589,5505
5785,5492
103341,5491
1178,5490
138036,5490
276,5487
1281,5484
3984,5481
1125,5476
175,5468
994,5457
5110,5453
2004,5436
7318,5434
133771,5433
104913,5429
71264,5429
56152,5427
361,5425
3526,5425
1792,5424
88,5419
8873,5413
49286,5408
1958,5406
1702,5404
1033,5397
765,5395
2013,5391
4448,5386
4161,5383
3060,5373
1049,5362
1959,5360
3534,5357
4823,5356
53953,5355
2664,5343
4084,5339
254726,5332
2139,5326
2642,5321
2398,5321
67087,5312
135536,5310
1416,5304
3298,5303
2993,5299
2141,5291
519,5284
3098,5278
3156,5278
3198,5270
2082,5265
27660,5265
1693,5255
27831,5254
3735,5250
3083,5249
65,5248
1883,5244
7160,5238
4881,5237
65261,5236
383,5234
101,5211
33162,5210
955,5210
538,5205
111659,5202
836,5197
192803,5193
3328,5186
3635,5185
4728,5181
2318,5179
5992,5176
2662,5168
280,5164
2126,5160
66934,5158
2245,5144
5171,5142
163645,5127
182715,5126
3264,5124
911,5117
4366,5113
36517,5106
54995,5105
37741,5103
55276,5081
540,5074
905,5074
8965,5073
3910,5070
3979,5064
2133,5064
3360,5061
40278,5054
177615,5054
3030,5053
140,5049
249,5045
53464,5041
1620,5040
69,5039
2297,5036
4351,5034
83134,5032
103688,5031
3246,5026
175303,5025
3593,5010
96829,5009
47200,5000
2053,4997
3468,4997
6297,4995
79695,4991
4499,4991
5944,4988
2719,4987
63072,4979
381,4970
1974,4969
63131,4966
2527,4964
1388,4957
7347,4955
63876,4949
2301,4948
140110,4934
2989,4933
3452,4933
91535,4929
2841,4928
42738,4924
1711,4923
115122,4918
3744,4917
534,4908
203375,4908
3893,4907
3089,4903
1588,4902
63859,4900
2059,4899
951,4897
5400,4896
39292,4890
2792,4871
5049,4868
2009,4868
147,4866
3355,4861
3178,4860
1124,4859
2672,4850
7371,4850
5014,4849
338,4843
5782,4835
79592,4833
2805,4833
7317,4824
8910,4821
1224,4819
2990,4816
87222,4814
2505,4813
412,4809
1348,4805
103772,4799
1614,4797
514,4795
6709,4788
2338,4787
99112,4780
3267,4777
1297,4776
1892,4774
1013,4772
88405,4766
2973,4760
41,4760
2808,4759
5152,4745
8861,4735
122924,4733
1834,4733
6796,4731
4327,4723
34437,4723
23,4717
135569,4709
3639,4708
1956,4707
7346,4698
737,4695
1031,4691
2720,4691
227,4689
84772,4686
4326,4685
419,4680
3159,4675
2311,4673
707,4672
2857,4671
2863,4671
7173,4666
3980,4657
60126,4652
714,4642
6156,4641
97306,4640
188301,4638
2333,4638
1920,4637
102123,4636
159093,4622
5313,4614
7162,4609
45728,4606
79357,4606
180031,4596
183869,4596
5463,4591
2459,4589
45431,4576
7149,4574
3173,4567
5103,4567
94677,4565
7387,4559
1344,4553
3536,4551
136864,4547
477,4545
3676,4545
4873,4544
183897,4541
164,4541
1678,4539
4992,4536
4980,4522
144,4517
59501,4514
262,4507
6586,4498
60950,4496
3699,4491
111921,4491
6620,4488
225173,4486
89774,4486
1243,4477
5878,4476
1359,4473
4008,4468
7004,4464
6659,4464
2065,4462
4639,4453
112171,4442
6550,4437
1672,4434
1754,4431
8985,4430
4545,4429
6888,4428
8865,4420
62434,4412
2176,4409
120466,4407
2496,4405
71057,4403
201646,4402
56949,4401
1885,4400
6773,4399
34072,4391
1211,4387
119141,4379
52245,4375
86,4374
55052,4374
3258,4372
162606,4370
3146,4370
32031,4368
2735,4365
4623,4363
1354,4354
2513,4349
40732,4347
2966,4346
6283,4342
8907,4336
267,4334
6867,4334
217465,4332
3686,4330
1251,4322
2404,4315
40583,4311
20,4306
55908,4306
371,4305
110553,4304
940,4299
1342,4288
1616,4286
2118,4282
2713,4279
55442,4278
3037,4273
1301,4273
218,4264
51077,4264
37386,4259
12,4258
4621,4251
179401,4251
89470,4239
78105,4236
5541,4230
65514,4227
2375,4217
3791,4215
2376,4210
1015,4210
2083,4208
60397,4208
965,4207
76077,4203
2731,4201
290,4199
1277,4196
121231,4195
1665,4193
3095,4188
94,4186
2412,4186
6059,4186
69644,4183
314,4179
3981,4178
2648,4175
122910,4172
2565,4166
78469,4165
839,4156
1515,4155
162414,4155
100,4154
9,4154
1950,4151
90746,4148
2942,4147
4144,4146
2567,4143
97923,4138
64034,4132
5419,4124
1135,4124
7163,4122
2917,4122
2819,4117
71838,4117
6385,4111
2450,4104
533,4103
161582,4099
56171,4095
84392,4094
1810,4091
3551,4091
3821,4089
3088,4082
2598,4082
86644,4079
26776,4077
4958,4074
6879,4074
2433,4072
4041,4070
239,4070
3508,4066
140267,4060
78772,4060
3479,4059
3019,4047
5957,4042
1096,4042
5881,4040
72407,4038
3070,4033
2422,4032
4103,4026
45950,4026
2253,4025
4558,4021
4054,4015
8969,4013
200818,4009
2976,4004
189713,4002
189333,4002
1078,4002
2117,4000
1081,4000
67734,3999
2950,3998
3044,3998
1147,3998
281,3997
3483,3995
3307,3995
270698,3989
90249,3982
1537,3981
934,3977
87520,3976
257,3975
493,3973
87430,3972
263007,3971
6944,3963
761,3961
122,3958
6595,3954
1719,3942
49274,3940
1303,3918
2072,3918
2729,3913
4467,3912
62849,3909
52885,3909
1232,3905
55280,3905
52604,3898
98154,3897
95875,3891
1021,3890
502,3889
446,3887
2469,3885
1459,3884
4238,3872
2730,3870
3271,3866
5791,3859
3917,3853
46335,3847
3654,3844
2379,3841
950,3837
92420,3837
3999,3835
4033,3832
599,3824
1381,3823
2114,3811
67923,3807
1488,3786
77455,3785
2454,3784
2622,3778
45081,3771
176101,3771
3543,3769
163134,3764
71530,3764
53123,3760
134368,3756
8781,3755
4214,3745
36401,3744
104243,3743
2794,3742
2088,3740
517,3738
71379,3735
4974,3726
89904,3725
98491,3725
2533,3723
542,3722
2132,3721
59900,3720
57528,3715
3545,3712
405,3708
5308,3705
351,3704
2090,3702
55232,3694
2474,3694
1300,3690
187595,3687
605,3685
6296,3682
68135,3678
7482,3677
2143,3675
3844,3674
51086,3673
71464,3666
1280,3664
4887,3662
373,3660
2643,3654
8132,3654
111364,3647
50068,3646
97225,3645
3155,3643
674,3642
6003,3636
1707,3635
5065,3634
69784,3633
5882,3633
3646,3632
125,3625
55363,3624
93363,3624
209965,3624
2052,3621
36519,3619
3503,3616
76,3609
1895,3608
233,3607
1295,3605
1429,3605
1916,3592
1012,3591
2912,3591
6618,3591
4679,3586
91077,3579
86320,3577
4857,3576
48997,3575
507,3565
74,3565
5943,3564
58295,3563
205441,3561
197711,3560
27808,3559
2463,3559
728,3555
3262,3554
53993,3550
6242,3550
48877,3549
123,3534
4121,3529
2926,3529
210861,3526
1131,3524
130634,3520
2146,3515
169,3514
93838,3511
70293,3510
97,3509
516,3507
67197,3503
1017,3503
1030,3502
5026,3499
3203,3498
72737,3491
63062,3489
492,3488
6058,3486
996,3480
1057,3479
4553,3476
64620,3471
206857,3470
1603,3469
3978,3467
5151,3465
1023,3464
86190,3464
44974,3462
6535,3457
99149,3455
3269,3452
3763,3452
165549,3452
89,3451
3498,3451
464,3441
537,3440
85510,3439
6873,3436
183611,3434
160980,3433
80219,3430
3633,3429
305,3426
8947,3426
1289,3422
427,3421
55995,3419
2269,3418
3507,3414
1241,3413
798,3411
3972,3410
1173,3407
2334,3407
67408,3406
3615,3403
44761,3396
1431,3391
426,3389
83613,3385
3861,3385
663,3384
154,3382
78637,3381
69640,3380
89753,3379
113741,3379
1327,3378
550,3378
41571,3372
3359,3371
6774,3371
1701,3369
8340,3364
5066,3360
1171,3359
42723,3355
62999,3354
56788,3352
1238,3342
268642,3340
971,3339
3706,3338
2702,3334
52458,3333
68793,3333
900,3332
1518,3330
3259,3329
7569,3324
8228,3323
8640,3320
81537,3319
4247,3318
4378,3315
417,3314
162578,3312
1305,3312
71156,3312
81,3311
28,3310
1268,3309
175569,3304
289,3301
3441,3300
64983,3298
110730,3298
2316,3293
490,3292
137857,3286
76175,3281
7156,3275
37727,3270
1273,3267
149334,3263
192389,3263
234,3255
1126,3253
160438,3251
195,3250
152970,3244
85788,3242
146656,3239
3265,3238
33646,3235
942,3235
3016,3234
55768,3233
1132,3233
3196,3233
1483,3232
77866,3231
415,3231
4744,3229
6952,3228
135887,3225
48082,3222
2389,3218
709,3214
1991,3213
2718,3213
3152,3213
3334,3211
5500,3210
2827,3205
79185,3204
59387,3203
130490,3201
162082,3201
999,3200
99007,3200
102716,3197
3477,3195
5294,3194
2447,3194
201340,3193
1735,3192
2995,3192
168492,3190
3959,3190
183837,3189
6664,3185
2022,3183
3741,3182
1944,3181
46,3179
3591,3177
6331,3177
5283,3176
47629,3174
104241,3174
1888,3173
111113,3173
6993,3168
2138,3167
640,3165
3983,3164
248,3164
2401,3163
3524,3160
3067,3157
3248,3152
78209,3152
1379,3150
7439,3150
5693,3150
2921,3144
1772,3143
71033,3143
96811,3137
2060,3133
1218,3132
53894,3132
1189,3126
5293,3124
7367,3122
58293,3119
100714,3119
274053,3115
58047,3113
322,3109
108729,3109
158966,3109
2380,3109
2594,3107
4020,3106
2123,3106
15,3099
3260,3099
448,3097
91485,3097
120799,3094
1694,3094
3022,3094
1873,3093
3062,3093
64622,3092
56941,3091
1970,3090
7669,3088
6187,3088
30816,3084
129354,3084
44694,3081
166024,3080
1457,3077
6753,3077
489,3076
4029,3075
96728,3075
46965,3067
4677,3066
366,3065
122896,3064
1279,3064
208205,3062
7154,3062
4519,3060
450,3059
86298,3057
1422,3054
2468,3051
4386,3050
7981,3041
3250,3040
3993,3040
2747,3039
662,3037
68952,3035
575,3035
6662,3032
168366,3030
688,3030
3439,3027
2360,3025
218537,3024
1753,3019
3668,3017
3451,3014
5135,3011
2381,3011
84374,3010
3274,3007
2367,3004
4642,3000
1334,3000
51412,2997
57274,2994
2690,2987
102686,2983
73,2982
116897,2980
102194,2978
3505,2975
2153,2974
1760,2970
8666,2969
4844,2969
986,2969
65682,2967
4006,2966
8531,2965
2279,2964
65230,2963
5900,2963
2759,2962
818,2962
1611,2958
189203,2958
2136,2956
4876,2951
54190,2950
159817,2948
1927,2947
64575,2946
782,2945
8623,2943
2089,2942
78574,2940
3512,2938
8366,2938
7158,2937
38886,2934
3261,2934
74530,2933
5025,2930
2919,2927
181,2924
58299,2922
3018,2922
2122,2921
3053,2919
2416,2913
80906,2912
6264,2910
161131,2910
98243,2910
5577,2909
52975,2906
2734,2906
56339,2904
548,2904
4280,2902
3629,2901
2183,2896
168612,2895
66203,2890
3461,2888
3365,2887
82169,2885
8373,2881
45501,2878
89804,2878
2677,2877
79139,2876
2726,2876
103075,2874
2517,2874
173145,2873
1769,2872
71135,2871
1461,2869
1833,2864
132046,2863
76293,2861
31364,2860
3249,2858
2764,2856
7256,2851
149406,2850
1194,2847
4903,2847
1615,2846
3513,2845
44193,2839
2312,2836
5147,2828
5621,2827
2810,2826
192385,2825
117895,2822
54648,2819
53129,2818
694,2815
6001,2814
170705,2811
168326,2810
101142,2809
96861,2809
4,2806
3243,2805
45666,2805
2414,2803
26,2802
4914,2802
201588,2802
59022,2799
1627,2795
6104,2793
1914,2792
3429,2791
2203,2785
2530,2775
55282,2771
62374,2771
79224,2771
7285,2769
482,2769
3071,2768
64497,2767
106766,2765
5505,2765
5108,2760
7161,2760
2208,2760
7263,2759
169984,2754
45668,2754
84601,2753
2042,2753
57504,2752
2112,2747
4487,2746
62511,2745
101525,2742
5608,2740
678,2739
3316,2738
2867,2730
4036,2728
3068,2728
2025,2727
3998,2726
1713,2726
51084,2725
1009,2725
87485,2724
1643,2716
60037,2714
43936,2714
95088,2713
62081,2711
70183,2711
158783,2710
42011,2707
861,2707
46948,2707
157,2705
2745,2703
85,2703
91104,2703
1264,2701
52287,2701
1010,2699
2363,2699
63,2696
7327,2694
56801,2689
70336,2689
2110,2687
82202,2685
54999,2684
1340,2683
8014,2678
4880,2676
90439,2676
5446,2673
2432,2669
197175,2668
69951,2667
34542,2666
4005,2665
3484,2663
1594,2662
3398,2661
188,2656
71745,2656
